Fecha,Symbol,Fold,Target,Predicted,Model,TargetName
2020-12-16,NVDA,2020,0.45944,0.4847414,MLP-Torch,TARGET_TREND_ANG_15_5
2020-12-17,NVDA,2020,0.45118,0.5119675,MLP-Torch,TARGET_TREND_ANG_15_5
2020-12-18,NVDA,2020,0.45292,0.5354958,MLP-Torch,TARGET_TREND_ANG_15_5
2020-12-21,NVDA,2020,0.46877,0.5291778,MLP-Torch,TARGET_TREND_ANG_15_5
2020-12-22,NVDA,2020,0.48474,0.5174365,MLP-Torch,TARGET_TREND_ANG_15_5
2020-12-23,NVDA,2020,0.46134,0.44669604,MLP-Torch,TARGET_TREND_ANG_15_5
2020-12-24,NVDA,2020,0.4448,0.3924844,MLP-Torch,TARGET_TREND_ANG_15_5
2020-12-28,NVDA,2020,0.45094,0.3735966,MLP-Torch,TARGET_TREND_ANG_15_5
2020-12-29,NVDA,2020,0.4211,0.38610128,MLP-Torch,TARGET_TREND_ANG_15_5
2020-12-30,NVDA,2020,0.45549,0.45805323,MLP-Torch,TARGET_TREND_ANG_15_5
2020-12-31,NVDA,2020,0.47474,0.44592246,MLP-Torch,TARGET_TREND_ANG_15_5
2021-01-04,NVDA,2021,0.52736,0.495387,MLP-Torch,TARGET_TREND_ANG_15_5
2021-01-05,NVDA,2021,0.55955,0.5779473,MLP-Torch,TARGET_TREND_ANG_15_5
2021-01-06,NVDA,2021,0.60301,0.36297908,MLP-Torch,TARGET_TREND_ANG_15_5
2021-01-07,NVDA,2021,0.60629,0.54773885,MLP-Torch,TARGET_TREND_ANG_15_5
2021-01-08,NVDA,2021,0.57234,0.5746587,MLP-Torch,TARGET_TREND_ANG_15_5
2021-01-11,NVDA,2021,0.54746,0.6205347,MLP-Torch,TARGET_TREND_ANG_15_5
2021-01-12,NVDA,2021,0.54035,0.5975949,MLP-Torch,TARGET_TREND_ANG_15_5
2021-01-13,NVDA,2021,0.56622,0.6068556,MLP-Torch,TARGET_TREND_ANG_15_5
2021-01-14,NVDA,2021,0.59005,0.51528525,MLP-Torch,TARGET_TREND_ANG_15_5
2021-01-15,NVDA,2021,0.59768,0.4329429,MLP-Torch,TARGET_TREND_ANG_15_5
2021-01-19,NVDA,2021,0.5854,0.43957895,MLP-Torch,TARGET_TREND_ANG_15_5
2021-01-20,NVDA,2021,0.55632,0.5006884,MLP-Torch,TARGET_TREND_ANG_15_5
2021-01-21,NVDA,2021,0.47957,0.61134917,MLP-Torch,TARGET_TREND_ANG_15_5
2021-01-22,NVDA,2021,0.45303,0.5677981,MLP-Torch,TARGET_TREND_ANG_15_5
2021-01-25,NVDA,2021,0.44185,0.57605237,MLP-Torch,TARGET_TREND_ANG_15_5
2021-01-26,NVDA,2021,0.48023,0.53060097,MLP-Torch,TARGET_TREND_ANG_15_5
2021-01-27,NVDA,2021,0.50797,0.41631502,MLP-Torch,TARGET_TREND_ANG_15_5
2021-01-28,NVDA,2021,0.54911,0.45108792,MLP-Torch,TARGET_TREND_ANG_15_5
